Epoch	AvgRewardsLast100Ep	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
218	5.980500221252441	7.34	4.0857987	12.55	1.66	1000.0	0.7600153	0.21112214	0.9999541	0.015219169	876000	-3.3527613e-08	0.38808656	-0.024142282	-0.13261758	0.38512364	0.015860606	0.176	16.0	774.057755947113
219	6.022150039672852	9.205	2.7565331	13.41	6.6099997	1000.0	0.62684876	0.26775947	0.9998876	-0.12696508	880000	-4.4703484e-08	0.28225017	-0.018241227	-0.043871105	0.38522324	0.0155578535	0.125	9.0	777.6362550258636
220	6.081200122833252	9.434999	3.1394625	14.08	5.5099998	1000.0	0.70956683	0.32464293	0.99995387	-0.2467898	884000	-7.450581e-09	0.40217185	-0.012649797	-0.063388005	0.38459578	0.015460529	0.17275	8.0	781.2349607944489
221	6.123274803161621	9.1725	4.249396	15.839999	4.39	1000.0	0.63224816	0.26089582	0.99993986	-0.26544815	888000	-5.2154064e-08	0.35030523	-0.028057639	-0.06336868	0.38332966	0.015524109	0.14774999	17.0	784.8401808738708
222	6.14579963684082	6.7774997	4.0298038	10.639999	0.22	1000.0	0.6220623	0.26020372	0.999941	-0.19661161	892000	-2.9802322e-08	0.21060362	-0.013052623	-0.121757425	0.38038677	0.018065875	0.17574999	5.0	788.5192158222198
223	6.213624954223633	10.35	3.1145225	15.29	6.66	1000.0	0.7719998	0.2818555	0.999961	-0.3182417	896000	5.5879354e-09	0.45597315	-0.016708419	-0.0713832	0.37962452	0.015421083	0.14975	9.0	792.2871179580688
224	6.247674942016602	8.155001	1.5378312	10.37	6.48	1000.0	0.74028337	0.22317581	0.9999031	-0.12053615	900000	1.1175871e-08	0.10638117	-0.026930358	-0.051707488	0.3787225	0.01553515	0.17675	16.0	795.9653868675232
225	6.297024726867676	7.3725	1.0151694	8.2	5.64	1000.0	0.69332105	0.18867159	0.9992858	0.0023969067	904000	-1.1175871e-08	0.07421191	-0.010354917	-0.03917595	0.3766049	0.017438658	0.17999999	5.0	799.6466000080109
226	6.3291497230529785	8.925	1.6657807	11.3	7.23	1000.0	0.7674588	0.19670051	0.99988955	-0.1616992	908000	-4.4703484e-08	0.14594185	-0.030224152	-0.037359808	0.3758553	0.015070783	0.152	20.0	803.709498167038
227	6.3922247886657715	10.282499	3.422502	15.88	6.58	1000.0	0.81320226	0.18534851	0.9999456	0.039892115	912000	0.0	0.30989754	-0.025510846	-0.056285076	0.37502086	0.015801925	0.144	15.0	808.785304069519
228	6.453050136566162	8.594999	2.2219865	11.82	5.95	1000.0	0.8660627	0.16480249	0.99997866	0.036928274	916000	1.4901161e-08	0.42672652	-0.013941944	-0.1413161	0.3736004	0.016007306	0.161	6.0	813.8821928501129
229	6.509200096130371	10.2925	2.4486463	12.94	6.68	1000.0	0.7078144	0.27543917	0.9999413	-0.16897692	920000	1.4901161e-08	0.38661268	-0.022404693	-0.05524677	0.37273565	0.015391271	0.17175001	13.0	818.7855639457703
230	6.5777997970581055	12.275	1.9609244	14.82	9.55	1000.0	0.8230976	0.2559152	0.99997336	-0.17443003	924000	-2.2351742e-08	0.51537293	-0.009733167	-0.024080627	0.37168825	0.016013786	0.1765	7.0	822.8575780391693
231	6.6305999755859375	9.305	3.5843444	15.36	6.0099998	1000.0	0.73583716	0.29909334	0.9999736	-0.6075585	928000	4.4703484e-08	0.4091727	-0.011706901	-0.060077596	0.37047413	0.01688116	0.14774999	6.0	827.3267147541046
232	6.718299865722656	12.245001	3.9580834	16.42	7.43	1000.0	0.68715614	0.3016812	0.9999532	-0.29187447	932000	1.4901161e-08	0.7390271	-0.012998439	-0.06898095	0.36908373	0.016415456	0.13350001	10.0	831.9957177639008
233	6.780025005340576	9.3949995	2.1005056	12.849999	7.23	1000.0	0.7819371	0.18332438	0.9999385	-8.612871e-05	936000	0.0	0.15116969	-0.023024742	-0.041410398	0.3676889	0.015534363	0.16225	12.0	836.9263710975647
234	6.824649810791016	11.1675	2.299156	14.2699995	8.38	1000.0	0.9163057	0.11910298	0.99998087	0.26544222	940000	2.2351742e-08	0.36202028	-0.01322145	-0.052370396	0.3664526	0.017952662	0.15625	7.0	841.4916291236877
235	6.878849983215332	9.065	3.734103	13.49	4.43	1000.0	0.79764014	0.17978294	0.99997485	0.1982746	944000	0.0	0.1814268	-0.014328841	-0.049926456	0.36570305	0.017304858	0.16375	7.0	845.7349581718445
236	6.958674907684326	12.12	1.7915915	14.36	9.559999	1000.0	0.94355804	0.07993748	0.99998677	0.46429157	948000	2.9802322e-08	0.2730702	-0.010317279	-0.015891444	0.36472908	0.017941345	0.17	5.0	850.2997708320618
237	7.024099826812744	11.164999	2.1256115	14.61	9.36	1000.0	0.89376915	0.158201	0.9999839	-0.0828987	952000	0.0	0.39493328	-0.018274616	-0.0342435	0.3636682	0.015261917	0.13775	11.0	854.9342777729034
238	7.06719970703125	9.5525	2.8231046	14.34	7.41	1000.0	0.8006615	0.22187737	0.99998134	0.10448629	956000	-2.6077032e-08	0.30235288	-0.014229713	-0.056214772	0.3621017	0.01558716	0.132	7.0	859.2592661380768
239	7.140824794769287	11.377501	3.2256582	16.58	8.389999	1000.0	0.81800056	0.19888087	0.99998236	0.069646224	960000	-3.7252903e-08	0.37146765	-0.019523121	-0.037253488	0.36101848	0.016136605	0.14500001	11.0	863.0041978359222
240	7.187499523162842	10.645	3.8954623	14.75	4.3399997	1000.0	0.90683305	0.15303859	0.9999876	0.16823609	964000	0.0	0.39491305	-0.014552902	-0.101397306	0.3583682	0.016400222	0.123500004	8.0	866.9398839473724
241	7.26069974899292	12.309999	2.4505098	16.029999	9.969999	1000.0	0.85665536	0.19515648	0.99998826	-0.07191465	968000	1.1175871e-08	0.61829525	-0.0098461155	-0.07144259	0.35652792	0.015993234	0.15325001	6.0	870.6870300769806
242	7.362024784088135	14.259998	3.0339162	17.949999	10.9	1000.0	0.8318007	0.25098407	0.99999213	-0.19202402	972000	-1.4901161e-08	0.6249697	-0.021874167	-0.071314365	0.35576102	0.015014078	0.1615	13.0	874.343554019928
243	7.3912248611450195	7.535	3.7147305	10.969999	1.81	1000.0	0.91112125	0.10549641	0.9999774	0.4868479	976000	-2.2351742e-08	0.20011346	-0.025705785	-0.14482428	0.35417384	0.016199697	0.14275	14.0	878.141037940979
244	7.466899871826172	12.692499	1.7337729	15.12	10.34	1000.0	0.8616462	0.21181022	0.9999899	-0.19806114	980000	1.6763806e-08	0.3740908	-0.02524398	-0.03278341	0.35207024	0.016457453	0.17574999	15.0	881.8164620399475
245	7.532599925994873	11.724999	2.4725342	14.46	8.9	1000.0	0.87873775	0.18140042	0.9999897	0.03077313	984000	-3.7252903e-08	0.44885236	-0.01785539	-0.036109947	0.34912342	0.0150938295	0.15149999	10.0	886.0704288482666
246	7.564350128173828	9.742499	2.2869015	13.48	7.2599998	1000.0	0.85216767	0.16556327	0.99998707	0.2030344	988000	1.4901161e-08	0.18482387	-0.013098745	-0.026629908	0.3472903	0.0151227405	0.13125	7.0	890.1192529201508
247	7.650974750518799	13.65	3.6762755	17.69	7.71	1000.0	0.85523754	0.20254499	0.9999896	0.041206796	992000	0.0	0.5673449	-0.02124808	-0.032070342	0.3463476	0.0153349	0.13149999	13.0	893.833997964859
248	7.709099769592285	9.737499	1.9579884	11.36	6.47	1000.0	0.8535168	0.16532171	0.99997854	-0.17047247	996000	-7.450581e-09	0.1083466	-0.012620412	-0.02210429	0.34468216	0.016888961	0.13175	7.0	898.2489941120148
249	7.769274711608887	10.3875	2.8328817	14.63	7.47	1000.0	0.89714736	0.15084678	0.9999939	0.20207956	1000000	2.2351742e-08	0.23121569	-0.010729598	-0.03087594	0.3436326	0.015711725	0.134	6.0	903.0257148742676
250	7.866499423980713	14.2425	4.3607707	20.68	8.4	1000.0	0.9151416	0.120779596	0.9999783	0.2708471	1004000	3.7252903e-08	1.1039405	-0.011122794	-0.044497877	0.3424137	0.016145632	0.123500004	7.0	907.8613259792328
251	7.963149547576904	14.315	4.2643023	19.119999	8.139999	1000.0	0.91669166	0.14599594	0.99999326	-0.017182536	1008000	-2.9802322e-08	0.6977152	-0.015081998	-0.026425961	0.34123456	0.015713105	0.124	9.0	912.3100988864899
252	8.0045747756958	10.67	2.9303412	13.92	7.64	1000.0	0.8430211	0.16642447	0.9999855	0.13637179	1012000	3.3527613e-08	0.24206972	-0.011978824	-0.015427899	0.34070593	0.015493644	0.1695	6.0	916.660726070404
253	8.084199905395508	13.6	2.4337213	16.08	9.66	1000.0	0.9109344	0.15193444	0.99999315	-0.5625344	1016000	1.4901161e-08	0.43175578	-0.01050988	-0.02312581	0.34030133	0.01778584	0.1815	6.0	920.9836580753326
254	8.147350311279297	10.75	3.0529575	15.839999	7.71	1000.0	0.8035611	0.19135877	0.99999434	-0.26515123	1020000	1.4901161e-08	0.23783693	-0.010403164	-0.030737963	0.34010774	0.017116755	0.14075	6.0	925.5722999572754
255	8.204675674438477	10.657499	1.7972949	12.53	7.8199997	1000.0	0.88049793	0.15173978	0.99998254	-0.19340166	1024000	-3.3527613e-08	0.11578433	-0.020447804	-0.01690326	0.33977237	0.015382568	0.1635	10.0	929.62353682518
256	8.256399154663086	9.7975	1.7277352	12.15	7.49	1000.0	0.91952735	0.12280058	0.99999774	0.33594128	1028000	7.450581e-09	0.21720251	-0.009813987	-0.085353814	0.33862352	0.016829891	0.171	5.0	934.2781927585602
257	8.380800247192383	17.39	6.317139	27.73	11.61	1000.0	0.8383872	0.2761232	0.9999984	-0.62126166	1032000	-2.9802322e-08	1.4725227	-0.017603869	-0.09814949	0.33795714	0.015461484	0.13975	9.0	939.7316930294037
258	8.446374893188477	11.2925	2.997435	13.969999	6.23	1000.0	0.9042472	0.16575618	0.9999941	0.1884307	1036000	7.450581e-09	0.17340694	-0.013464054	-0.01715692	0.3368428	0.017478876	0.1435	8.0	944.8596720695496
259	8.507150650024414	12.747499	4.0781884	17.69	8.29	1000.0	0.9348944	0.12357077	0.9999989	0.32660037	1040000	-1.8626451e-08	0.7907865	-0.013055384	-0.060526088	0.33602947	0.018183222	0.141	7.0	949.6406760215759
260	8.554224967956543	10.4025	1.6535172	13.04	8.5199995	1000.0	0.80037576	0.2293314	0.9999909	-0.29321927	1044000	7.450581e-09	0.16678318	-0.015095677	-0.034425024	0.33536097	0.015089646	0.12825	7.0	955.6146838665009
261	8.62030029296875	12.442499	4.891837	20.41	7.0699997	1000.0	0.8739087	0.15146041	0.99999607	0.21239062	1048000	-2.9802322e-08	0.7280398	-0.012530023	-0.029531613	0.3343806	0.016241824	0.128	8.0	960.4845471382141
262	8.694299697875977	12.33	1.8186258	14.83	10.41	1000.0	0.9017971	0.17551169	0.99999815	-0.73250836	1052000	7.450581e-09	0.52768815	-0.01463673	-0.04257863	0.3333927	0.016124085	0.15825	8.0	964.8914999961853
263	8.758049964904785	13.514999	3.5588655	18.539999	8.929999	1000.0	0.87811977	0.19726911	0.99999684	-0.050802357	1056000	-2.9802322e-08	0.5327951	-0.015825855	-0.030425286	0.33296463	0.016731227	0.12725	10.0	969.1898188591003
264	8.83342456817627	13.42	4.153234	18.77	8.929999	1000.0	0.9257167	0.13745543	0.9999968	0.11707393	1060000	-4.8428774e-08	1.0041763	-0.014055248	-0.049349755	0.33185902	0.01561744	0.12825	9.0	974.4535191059113
265	8.876550674438477	11.9175	1.883353	14.469999	9.32	1000.0	0.84791756	0.22596566	0.9999914	-0.46065247	1064000	-3.7252903e-09	0.2723673	-0.026463069	-0.025880296	0.33123574	0.015855217	0.177	15.0	979.1133089065552
266	8.92924976348877	11.3375	1.5804647	13.71	9.7	1000.0	0.9219578	0.14981721	0.99999464	0.23865591	1068000	1.8626451e-08	0.22899024	-0.011425564	-0.017272774	0.3312362	0.01710803	0.13775	6.0	983.135626077652
267	8.967524528503418	9.34	2.154205	11.599999	6.58	1000.0	0.90503895	0.13938434	0.999993	0.107444815	1072000	-1.4901161e-08	0.113490984	-0.02728602	-0.028549768	0.3312311	0.015189973	0.16174999	15.0	987.9941139221191
268	9.022124290466309	11.6449995	2.7296932	15.17	7.5	1000.0	0.8657245	0.18772863	0.9999902	0.1388972	1076000	-4.4703484e-08	0.22779444	-0.026627315	-0.018777296	0.32964697	0.0157815	0.14025	16.0	991.9907751083374
269	9.114874839782715	15.0625	3.1714537	20.32	12.28	1000.0	0.9879078	0.03760997	0.999998	0.08079356	1080000	4.4703484e-08	0.89767087	-0.009360057	-0.019901484	0.32777995	0.016420102	0.1155	5.0	995.8743939399719
270	9.19582462310791	12.8125	2.213384	15.08	9.94	1000.0	0.8752672	0.19490212	0.9999988	-0.3270121	1084000	3.7252903e-08	0.75513035	-0.010168731	-0.03377054	0.32749194	0.015270691	0.15325001	6.0	999.5832359790802
271	9.252724647521973	10.969999	4.671311	16.88	4.73	1000.0	0.89577484	0.14639506	0.9999961	0.14188796	1088000	-1.4901161e-08	0.30870283	-0.01380232	-0.047838517	0.3277423	0.017516643	0.18849999	8.0	1003.2831189632416
272	9.32824993133545	15.122499	1.6511112	17.23	13.33	1000.0	0.9701726	0.091032855	0.9999984	0.36793432	1092000	-4.4703484e-08	0.66421455	-0.007694043	-0.018860534	0.32777032	0.018095864	0.152	5.0	1007.7364301681519
273	9.401023864746094	12.995	5.9669943	22.039999	6.0499997	1000.0	0.87943614	0.16654748	0.9999978	0.23961125	1096000	2.9802322e-08	0.7255352	-0.007293173	-0.033266008	0.32786846	0.015233121	0.14625001	5.0	1012.3233578205109
274	9.485849380493164	14.26	1.5920113	16.17	11.75	1000.0	0.9340562	0.12509923	0.9999961	0.14658187	1100000	-4.4703484e-08	0.46914902	-0.019128568	-0.030045172	0.32757622	0.016320389	0.14775	12.0	1017.2347559928894
275	9.538724899291992	12.289999	3.0513275	17.05	9.03	1000.0	0.9137799	0.18914852	0.9999982	-0.19380718	1104000	3.3527613e-08	0.7691778	-0.008359433	-0.0696353	0.32712018	0.01578741	0.14975	4.0	1021.1810669898987
276	9.608650207519531	12.4125	4.5523806	18.92	7.2799997	1000.0	0.84917116	0.29143217	0.9999963	-0.6570318	1108000	-7.450581e-09	0.628695	-0.03023146	-0.10545887	0.32709786	0.015985303	0.162	16.0	1025.1744849681854
277	9.686025619506836	14.8675	1.7524036	16.65	11.96	1000.0	0.9010442	0.220197	0.99999624	-0.3706994	1112000	2.2351742e-08	0.80515325	-0.008475104	-0.028200869	0.3234825	0.019429594	0.19225	4.0	1029.3302309513092
278	9.783424377441406	14.3875	1.9502738	16.779999	11.53	1000.0	0.8273215	0.2845172	0.99999547	-0.36783123	1116000	-1.1175871e-08	0.65390515	-0.014880832	-0.1059659	0.32256204	0.015071103	0.12825	8.0	1034.3201899528503
279	9.837024688720703	13.3125	1.4934587	15.83	12.0	1000.0	0.9480271	0.108969346	0.9999945	0.15522195	1120000	-2.2351742e-08	0.4879548	-0.0067648822	-0.017639533	0.32158715	0.015690256	0.14324999	4.0	1039.4077508449554
280	9.891199111938477	13.17	3.0311222	17.1	8.58	1000.0	0.8168811	0.24651508	0.9999969	-0.057280414	1124000	0.0	0.8220471	-0.012652922	-0.050468914	0.32137752	0.015326313	0.15775001	7.0	1044.234365940094
281	9.970450401306152	13.885	2.9608574	19.0	11.9	1000.0	0.91357434	0.18741648	0.99999726	-0.2175985	1128000	-2.9802322e-08	0.57602096	-0.012213087	-0.012272723	0.32130003	0.015014972	0.14575	5.0	1049.5180599689484
282	10.098175048828125	18.727499	10.420119	36.309998	10.19	1000.0	0.946755	0.13762486	0.9999966	0.036030512	1132000	-4.4703484e-08	1.9616145	-0.0070915744	-0.008623237	0.32094535	0.015343582	0.10775	5.0	1055.0563600063324
283	10.178199768066406	15.389999	2.1646824	18.42	12.33	1000.0	0.9492405	0.14665872	0.99999744	0.05773114	1136000	0.0	0.6985829	-0.0143232215	-0.018885732	0.32088414	0.018702846	0.1605	8.0	1059.7199821472168
284	10.240474700927734	13.919999	3.3787644	18.38	10.29	1000.0	0.9685726	0.07287692	0.9999967	0.44268352	1140000	-4.8428774e-08	0.43951726	-0.013761412	-0.01211113	0.32156676	0.016391553	0.1495	7.0	1064.4379148483276
285	10.296649932861328	13.83	3.7660923	18.9	8.4	1000.0	0.9906636	0.046356417	0.99999875	-0.058113143	1144000	-7.450581e-09	0.59336996	-0.013696402	-0.012383187	0.3219223	0.01503484	0.114	7.0	1069.3082859516144
286	10.333049774169922	10.48	1.7658285	13.11	8.179999	1000.0	0.9535539	0.11033289	0.9999974	-0.31133357	1148000	-1.1175871e-08	0.19970235	-0.015629496	-0.032193027	0.32159042	0.015150722	0.15675	8.0	1074.3965208530426
287	10.413849830627441	14.0075	2.9672916	18.52	10.21	1000.0	0.8765852	0.22536351	0.99999845	-0.2436533	1152000	-1.4901161e-08	0.6328087	-0.014769647	-0.044217207	0.32135075	0.016729783	0.16375001	7.0	1079.902587890625
288	10.439224243164062	10.657499	5.9272857	17.359999	2.9399998	1000.0	0.8600962	0.20117009	0.9999959	-0.21093352	1156000	-2.2351742e-08	0.5769632	-0.013722666	-0.07973224	0.32109874	0.015802385	0.15175	8.0	1084.1798129081726
289	10.561824798583984	17.779999	9.146953	31.4	7.99	1000.0	0.8706304	0.21016839	0.9999974	-0.2507436	1160000	2.9802322e-08	1.5470791	-0.015097536	-0.023607995	0.3198469	0.015514772	0.18349999	8.0	1088.497487783432
290	10.616024017333984	12.172501	2.0029647	13.54	8.72	1000.0	0.84330344	0.18854564	0.9999856	-0.099856734	1164000	-7.450581e-09	0.29564017	-0.021003272	-0.0403592	0.31828016	0.015578381	0.15224999	12.0	1092.6314449310303
291	10.637899398803711	10.16	2.710904	13.5199995	6.1	1000.0	0.9164481	0.13015339	0.9999895	0.21575627	1168000	2.0489097e-08	0.14213061	-0.014782095	-0.02468222	0.31567717	0.017163837	0.1685	8.0	1096.7307660579681
292	10.7214994430542	14.279999	4.551142	21.71	9.65	1000.0	0.95526415	0.09842748	0.99999774	0.043833908	1172000	5.2154064e-08	0.5623225	-0.008997717	-0.0099411635	0.31484702	0.015761906	0.11825	6.0	1100.8908998966217
293	10.824024200439453	14.5075	4.7271895	18.16	6.5099998	1000.0	0.90837914	0.16838527	0.99999887	0.08212772	1176000	0.0	0.86972594	-0.012043996	-0.03442753	0.31416956	0.016149815	0.1045	6.0	1104.6658239364624
294	10.856224060058594	11.1775	2.3229115	14.639999	8.72	1000.0	0.8629	0.2313704	0.9999989	-0.23053665	1180000	-1.4901161e-08	0.27062833	-0.024831451	-0.08268884	0.3132086	0.016158793	0.14375	12.0	1108.5986309051514
295	10.932075500488281	14.5125	3.6943362	19.93	9.95	1000.0	0.90221924	0.16406001	0.99999696	-0.044020794	1184000	0.0	0.70268095	-0.02216507	-0.049191825	0.31185675	0.015679356	0.148	11.0	1112.5104928016663
296	11.005549430847168	14.025	3.8579683	18.939999	9.05	1000.0	0.8800227	0.20209241	0.99999803	-0.32955995	1188000	-1.4901161e-08	0.6929007	-0.01266975	-0.028704774	0.31248292	0.015934218	0.147	7.0	1116.180687904358
297	11.06512451171875	13.4325	4.5888853	18.92	6.19	1000.0	0.91845125	0.1435382	0.99999684	0.11862643	1192000	-2.7939677e-08	0.6158869	-0.0077189784	-0.032383762	0.31222796	0.01604962	0.144	4.0	1120.3243720531464
298	11.124374389648438	12.6375	2.8765204	16.83	9.11	1000.0	0.83612573	0.2197179	0.99999654	-0.5332646	1196000	-3.9115548e-08	0.7434511	-0.012509644	-0.046122443	0.31179616	0.01598825	0.15125	8.0	1123.9975171089172
299	11.186924934387207	13.215	1.6780719	14.65	10.4	1000.0	0.86751807	0.21046828	0.9999956	-0.1486683	1200000	3.7252903e-08	0.5639727	-0.018297601	-0.030979138	0.3115134	0.016478818	0.1415	10.0	1127.9414200782776
300	11.222624778747559	13.2875	3.747709	17.69	8.309999	1000.0	0.9286815	0.18230072	0.9999979	-0.53485674	1204000	-7.450581e-09	0.43039936	-0.014726471	-0.056250624	0.30983287	0.01541896	0.1625	8.0	1131.667979001999
301	11.220075607299805	10.4475	0.96895236	11.9	9.2	1000.0	0.8607808	0.1727399	0.9999955	0.16798386	1208000	1.1175871e-08	0.19848363	-0.024766589	-0.033123933	0.30860937	0.016658347	0.17875001	14.0	1135.5648350715637
302	11.254024505615234	10.71	0.74615675	11.5	9.67	1000.0	0.8797699	0.1429252	0.99997973	0.10781806	1212000	0.0	0.16894712	-0.021369522	-0.034556188	0.30638576	0.015160248	0.16399999	11.0	1139.279504776001
303	11.320274353027344	13.835	3.373622	19.24	9.94	1000.0	0.9616409	0.08589687	0.9999983	0.36176154	1216000	-2.9802322e-08	0.41196495	-0.01628951	-0.008189616	0.3046774	0.016414264	0.13725	10.0	1143.0839450359344
304	11.384174346923828	12.285	1.1565788	13.469999	11.05	1000.0	0.93890345	0.09600742	0.99999774	0.5451963	1220000	1.9557774e-08	0.18286656	-0.01264684	-0.009602554	0.30280086	0.016195532	0.1355	6.0	1146.8722319602966
305	11.428874969482422	12.105	2.7867944	15.559999	7.81	1000.0	0.9728226	0.049815625	0.9999985	0.5260051	1224000	1.0244548e-08	0.3786831	-0.00966653	-0.083502606	0.30226818	0.016931038	0.17125	5.0	1150.693459033966
306	11.517624855041504	15.139999	4.6455946	19.73	9.08	1000.0	0.94000643	0.17116629	0.9999985	-0.41235393	1228000	2.2351742e-08	0.87286377	-0.012530491	-0.056316774	0.30210918	0.015519001	0.136	8.0	1154.4210810661316
307	11.59482479095459	13.914999	2.010106	17.35	12.44	1000.0	0.98753905	0.06449086	0.9999969	-0.28938124	1232000	1.4901161e-08	0.74199843	-0.011841865	-0.025366306	0.30158082	0.015134932	0.178	7.0	1158.111072063446
308	11.663349151611328	13.625	3.037026	18.85	11.44	1000.0	0.9566746	0.10073601	0.99999785	0.1752038	1236000	4.4703484e-08	0.6258957	-0.010768915	-0.020479018	0.3003833	0.015361471	0.08475	7.0	1162.1031429767609
309	11.733600616455078	13.9825	4.136951	19.189999	7.71	1000.0	0.8763707	0.23922269	0.9999911	-0.42641878	1240000	-7.450581e-09	0.81771475	-0.015531861	-0.07762796	0.2990651	0.016097786	0.0815	10.0	1166.146234035492
310	11.762575149536133	11.2125	0.9758683	12.429999	9.889999	1000.0	0.9447302	0.11043352	0.9999792	-0.06387517	1244000	-7.450581e-09	0.15369447	-0.014367236	-0.020141058	0.29815266	0.015002899	0.14424999	8.0	1170.0260038375854
311	11.849299430847168	16.982498	2.5777543	21.199999	14.759999	1000.0	0.9643093	0.09539972	0.9999957	-0.27275664	1248000	7.450581e-09	1.2957962	-0.018242577	-0.05020818	0.29702172	0.0150298625	0.12725	10.0	1174.1669039726257
312	11.883575439453125	12.485001	2.523871	15.42	9.91	1000.0	0.93732595	0.13012293	0.9999935	0.12092527	1252000	-1.8626451e-08	0.43359458	-0.014174569	-0.026389813	0.29623508	0.017569758	0.14725	7.0	1178.952420949936
313	11.988899230957031	16.56	7.074991	28.07	10.03	1000.0	0.9643732	0.089883596	0.99999166	0.23863697	1256000	-2.9802322e-08	1.2188808	-0.0058186166	-0.0082868505	0.29648423	0.017133329	0.17525	4.0	1183.6526939868927
314	12.077425003051758	18.22	12.295827	39.23	8.639999	1000.0	0.9776528	0.054523412	0.99999547	0.42308313	1260000	-4.4703484e-08	2.0131326	-0.0075392574	-0.014589865	0.29661962	0.018224847	0.15450001	6.0	1187.7583379745483
315	12.171924591064453	16.585	4.076141	19.8	9.65	1000.0	0.9106028	0.1819056	0.9999967	-0.15483671	1264000	-1.4901161e-08	1.1250955	-0.014936501	-0.011783793	0.29637116	0.016322648	0.20175001	8.0	1192.0139529705048
316	12.187349319458008	11.225	3.3296282	13.65	5.49	1000.0	0.9028485	0.1938697	0.9999963	0.09617805	1268000	2.2351742e-08	0.24774882	-0.019779287	-0.03586146	0.29558593	0.01515435	0.15775001	11.0	1196.5324189662933
317	12.24209976196289	13.08	1.9486918	15.9	10.4	1000.0	0.9000469	0.19890928	0.99999815	-0.02653396	1272000	-2.2351742e-08	0.42779374	-0.020916365	-0.025628278	0.29430586	0.015930247	0.16275	11.0	1200.967444896698
318	12.311224937438965	14.252501	2.5672688	18.52	11.8	1000.0	0.9217652	0.1612237	0.9999953	0.240812	1276000	-1.4901161e-08	0.7830808	-0.01216301	-0.028182112	0.29363787	0.017203975	0.156	5.0	1205.382660150528
319	12.418899536132812	19.9725	11.328641	39.51	12.5199995	1000.0	0.9416648	0.15854654	0.9999977	-0.03913239	1280000	2.9802322e-08	2.2361295	-0.007907324	-0.01440528	0.29321092	0.019269615	0.14275	5.0	1209.9325749874115
320	12.488174438476562	16.3625	1.6955585	18.9	14.2699995	1000.0	0.8598374	0.26877326	0.9999973	-0.20330855	1284000	3.7252903e-09	0.9971671	-0.010959996	-0.013752796	0.29297015	0.015796162	0.1035	6.0	1215.3850328922272
321	12.561124801635742	16.467499	2.68965	19.38	12.23	1000.0	0.936522	0.13626583	0.9999989	0.0920389	1288000	-2.6077032e-08	0.80067897	-0.013057387	-0.029513665	0.29271674	0.015547512	0.16399999	7.0	1220.3816299438477
322	12.698949813842773	20.560001	10.060595	37.95	13.75	1000.0	0.98660445	0.064819224	0.99999917	0.32795805	1292000	-4.4703484e-08	2.071883	-0.007930696	-0.006560702	0.29237178	0.016724166	0.13275	5.0	1224.8671848773956
323	12.723349571228027	12.79	2.065321	16.02	10.33	1000.0	0.9870263	0.043020677	0.9999989	0.4902123	1296000	2.9802322e-08	0.2704726	-0.019807152	-0.007692624	0.29187286	0.015343146	0.11325	12.0	1230.278636932373
324	12.79990005493164	15.809999	0.9108511	17.3	14.849999	1000.0	0.99079365	0.026327336	0.999999	0.71677244	1300000	2.7939677e-08	0.8174145	-0.023044491	-0.03026019	0.29124096	0.016165964	0.14725	13.0	1235.2334699630737
325	12.829475402832031	10.33	9.325698	23.369999	0.28	1000.0	0.75063205	0.27431694	0.99999744	-0.047571696	1304000	0.0	0.7896555	-0.017817698	-0.09779127	0.29194254	0.015157424	0.13275	11.0	1240.1796689033508
326	12.888199806213379	14.7975	3.1437907	19.91	12.179999	1000.0	0.9675579	0.070980884	0.99999714	0.20242001	1308000	9.685755e-08	0.5536952	-0.010267651	-0.009712972	0.2927045	0.016058462	0.15650001	6.0	1245.0943479537964
327	12.928125381469727	14.275	1.9705137	16.56	11.45	1000.0	0.9948536	0.022968436	0.99999714	0.6910616	1312000	-1.4901161e-08	0.35279918	-0.008423539	-0.0008553378	0.29265133	0.016792227	0.18175	4.0	1250.1406021118164
328	13.008749961853027	16.6575	2.1146085	19.65	14.61	1000.0	0.9766864	0.068601035	0.9999981	0.37009495	1316000	-2.6077032e-08	0.7524971	-0.0068784505	-0.003702119	0.2921819	0.01646299	0.1495	3.0	1255.5355219841003
329	13.050250053405762	14.442499	3.1615057	18.14	9.44	1000.0	0.9902321	0.045863207	0.99999815	0.42001235	1320000	-1.4901161e-08	0.48482916	-0.020131249	-0.0062103476	0.29188734	0.016167598	0.14575	13.0	1260.266047000885
330	13.083449363708496	15.594999	3.1942327	20.38	12.21	1000.0	0.9832493	0.05717719	0.99999833	0.029747052	1324000	2.9802322e-08	0.6675362	-0.010377515	-0.003870625	0.29162282	0.016379818	0.14249998	6.0	1264.5332779884338
331	13.177249908447266	18.685001	7.5841827	29.39	8.83	1000.0	0.9783693	0.0777884	0.99999815	0.3104623	1328000	-1.8626451e-08	1.6164511	-0.013667569	-0.009564183	0.29209855	0.01708209	0.15924999	6.0	1269.8348309993744
